"SourcePath","ArtifactClass","Description","DurableValue","BrainyOverlap","PrimaryDisposition","ConceptualTarget","MigrationRisk","EvidenceConfidence","Rationale","SizeBytes","ModifiedLocal","SHA256"
"10_OUTPUTS/CIS004A.OBSIDIAN_RUNTIME_VAULT_CHECK.20260704_110116.txt","OBSIDIAN_DIAGNOSTIC_EVIDENCE","Vault/plugin/config diagnostic evidence.","MEDIUM","LOW","DEFER_TOOL_DECISION","Later Brainy tool review evidence","LOW","HIGH","Potentially useful only when evaluating Obsidian and existing vault state.","1430","2026-07-04T11:01:16.2392653-04:00","AD773011D13F9615ABAAB75F805D617ADDB22D67937DCEF289FDE6B868B5EFE2"
"10_OUTPUTS/CIS004A.OBSIDIAN_RUNTIME_VAULT_REGISTRY.20260704_110116.csv","OBSIDIAN_DIAGNOSTIC_EVIDENCE","Vault/plugin/config diagnostic evidence.","MEDIUM","LOW","DEFER_TOOL_DECISION","Later Brainy tool review evidence","LOW","HIGH","Potentially useful only when evaluating Obsidian and existing vault state.","1030","2026-07-04T11:01:16.1817350-04:00","920BBF7A297DBE804784103F9D07B95A1A3580B91B82B6785F48ED6C43927B4B"
"10_OUTPUTS/CIS006D.WORKFLOW001_PROMOTION_REPORT.20260705_003621.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","719","2026-07-05T00:36:21.3471879-04:00","7CA3482DBE9E39FCA1C5AC4EA4F002667443C00CF379B5E745CC3C51B7C3054D"
"10_OUTPUTS/CIS006E.WORKFLOW001_GLOBALTEMPHERMES_FIX_REPORT.20260705_004807.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","788","2026-07-05T00:48:07.9794026-04:00","5C19D54B4DA1F5A2B6BA4377D655679BC6C222B54806433BE212D0F24E1D37EA"
"10_OUTPUTS/CIS008B.OBSIDIAN_HERMES_UX_INTAKE_DECISION_PACKAGE.20260705_015646.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","804","2026-07-05T01:56:47.0079031-04:00","C89CB0AA0F116665FC3C7C124CAE3FC1F0C3C5AC489B9CE7B4EE25F5A8DD1D46"
"10_OUTPUTS/CIS008B.OBSIDIAN_HERMES_UX_INTAKE_READINESS_GATE.20260705_015646.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1081","2026-07-05T01:56:47.0069013-04:00","7E62EDA61D9CBB1CD2609F4CD14FE7A716011207A5AFD25E690DD4E131DE6466"
"10_OUTPUTS/CIS008B.OBSIDIAN_HERMES_UX_INTAKE_RISK_REGISTER.20260705_015646.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1063","2026-07-05T01:56:47.0049035-04:00","2EA199DEF1F6820B7349B4BE96EDC36EBC89893AF6ED203D47BC84FD94240496"
"10_OUTPUTS/RELEASE001.CANDIDATE_SUMMARY.20260705_005935.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1100","2026-07-05T00:59:35.9828745-04:00","05C3CD8AC0EB3FD8A6CE7FEC26683DC0853789B9812E3DB5669F5215599F515B"
"10_OUTPUTS/RELEASE001.HUMAN_ACCEPTANCE_SUMMARY.20260705_010630.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","797","2026-07-05T01:06:30.6507276-04:00","485D1011FA64C13A1EFA4852830D35587887DF84B85598E8442DFDCA5AB0BF3F"
"10_OUTPUTS/WORKFLOW001.DAILY_CAPTURE.20260704_204228.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1881","2026-07-04T20:42:28.4352692-04:00","9D74A55A298261924E4B154F6FEE4758EA388B0E5CDF4E93BFC553CA34413C21"
"10_OUTPUTS/WORKFLOW001.DAILY_SUMMARY.20260704_204228.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1195","2026-07-04T20:42:28.4372644-04:00","3FC68C1367F106B3AD4242B7BC029603615B12A04B8F050C9B6F115726F18C00"
"10_OUTPUTS/WORKFLOW001.FIRST_DAILY_MEMORY_TEST.20260704_204228.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1499","2026-07-04T20:42:28.5486767-04:00","9D8F0ACBDA1F8A6111AF5F30F57AB12682442695A847F8FC9B0710E13F3DE43C"
"10_OUTPUTS/WORKFLOW001.MANUAL_DAILY_CYCLE_001.CLASSIFICATION.20260705_011930.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","405","2026-07-05T01:19:58.2857478-04:00","B21BE4C08F82D5BDD593E52AE15141E1B8418D11B0FB2A5FD0815BB320ED7134"
"10_OUTPUTS/WORKFLOW001.MANUAL_DAILY_CYCLE_001.DAILY_SUMMARY.20260705_011930.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","657","2026-07-05T01:19:58.2897984-04:00","2BEDF36F07D35F95DCD72FFDFA8A25DB73DC5D4EF727A1A394354CA6C6C52AF8"
"10_OUTPUTS/WORKFLOW001.MANUAL_DAILY_CYCLE_001.PRIVACY_GATE.20260705_011930.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","529","2026-07-05T01:19:58.2832653-04:00","462F0E1467B6EE50208D22C85E69EE270F1A7168013E52BCD190CD16AA7B4A4A"
"10_OUTPUTS/WORKFLOW001.MANUAL_DAILY_CYCLE_001.RAW_CAPTURE.20260705_011930.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","649","2026-07-05T01:19:58.2727990-04:00","6AF6BFD43C24F9B25648A912908452B0B93D7959B31057BCE9EC02C921250C95"
"10_OUTPUTS/WORKFLOW001.MANUAL_DAILY_CYCLE_001.REPORT.20260705_011930.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1361","2026-07-05T01:19:58.2917991-04:00","B742554BA4EE333B3BFC019C2464FE7A18018AD59FE960233198A6AFCC636315"
"10_OUTPUTS/WORKFLOW001.MANUAL_DAILY_CYCLE_001.SANITIZED_CAPTURE.20260705_011930.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","602","2026-07-05T01:19:58.2877584-04:00","D76A3FAF32EE2AC221B2E2F99E59C0A7F70B2F203E1F25E1965FF771127F970D"
"10_OUTPUTS/WORKFLOW001.OBSIDIAN_COPY_PASTE_BRIDGE_CYCLE_001.CLASSIFICATION.20260705_102708.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","543","2026-07-05T10:47:18.7094889-04:00","CA9059339F504CC052FD57E193D1CF81D9AB85C68145657981F8E4B9884315D3"
"10_OUTPUTS/WORKFLOW001.OBSIDIAN_COPY_PASTE_BRIDGE_CYCLE_001.DAILY_SUMMARY.20260705_102708.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","876","2026-07-05T10:47:18.7134966-04:00","9665A3E8808795EB6C53096B6D61D91A905358C3D60E2EF37DCD660566A176B0"
"10_OUTPUTS/WORKFLOW001.OBSIDIAN_COPY_PASTE_BRIDGE_CYCLE_001.PRIVACY_GATE.20260705_102708.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","607","2026-07-05T10:47:18.7084864-04:00","040D0B9DDC0A6937D84998742E1F641776797B0F0C83D402D3251A196D439412"
"10_OUTPUTS/WORKFLOW001.OBSIDIAN_COPY_PASTE_BRIDGE_CYCLE_001.RAW_CAPTURE.20260705_102708.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1369","2026-07-05T10:47:18.6924411-04:00","97642D5403A7F729D0526533818FC2D2AF9DDE7985C04E4A4945F6C453B00140"
"10_OUTPUTS/WORKFLOW001.OBSIDIAN_COPY_PASTE_BRIDGE_CYCLE_001.REPORT.20260705_102708.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1705","2026-07-05T10:47:18.7154977-04:00","5314C4328E77BB61FACAB9609EE96C339CAE82171E832D3B10EFE5C003A4F81D"
"10_OUTPUTS/WORKFLOW001.OBSIDIAN_COPY_PASTE_BRIDGE_CYCLE_001.SANITIZED_CAPTURE.20260705_102708.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1220","2026-07-05T10:47:18.7114981-04:00","7D95097B835A6091BF8EA3F6BD12344A0B706FF4BEF7C5B0198598735D3C978C"
"10_OUTPUTS/WORKFLOW001.OBSIDIAN_COPY_PASTE_BRIDGE_CYCLE_001.SOURCE_DECLARATION.20260705_102708.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","515","2026-07-05T10:47:18.6834716-04:00","26E22D39708ACB46A989FF44BBE0EE7915115262BB2468F9DC0AF56698B97436"
"10_OUTPUTS/WORKFLOW001.PERSONAL_CAPTURE_CONTROLLED_TEST.20260704_213428.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1309","2026-07-04T21:34:28.9208361-04:00","03F0CB7B35D5489601224E734D5F43560C7E1C6352F41A92D8899CA2FFD7A020"
"10_OUTPUTS/WORKFLOW001.PERSONAL_CONTROLLED_CLASSIFICATION.20260704_213428.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","587","2026-07-04T21:34:28.7825339-04:00","4D57C3DD8319A29F9F8AC4D74D2AB9A82C1E11EFC8EA0378C54B7804DEE07533"
"10_OUTPUTS/WORKFLOW001.PERSONAL_CONTROLLED_DAILY_SUMMARY.20260704_213428.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1159","2026-07-04T21:34:28.7855329-04:00","66665D5A13156C4FF19B5545578BA1B67D9B5A4EF91FE629E885EE90DDD10BAE"
"10_OUTPUTS/WORKFLOW001.PERSONAL_CONTROLLED_RAW_CAPTURE.20260704_213428.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","761","2026-07-04T21:34:28.7815369-04:00","83377D01FECE81EB882661AD3AEE30E08B4062364EC306335EF7D37E2DE4BB05"
"10_OUTPUTS/WORKFLOW001.PERSONAL_CONTROLLED_SANITIZED_CAPTURE.20260704_213428.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1123","2026-07-04T21:34:28.7845373-04:00","5B1378A9FA48DEF5DFBD131D9AF76364F0E7313BC3EB5C391A1E2C6C2EB689F1"
"10_OUTPUTS/WORKFLOW001.REAL_PERSONAL_LOW_SENS_CLASSIFICATION.20260704_220745.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","664","2026-07-04T22:08:30.8641986-04:00","5D041F063B3063E1EEEFC51B083FC6001A5786292EF488BEF93CFC591AE8947D"
"10_OUTPUTS/WORKFLOW001.REAL_PERSONAL_LOW_SENS_DAILY_SUMMARY.20260704_220745.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1268","2026-07-04T22:08:30.8691941-04:00","B643EC9E646A72CE0504A9D828F0600149A8D2C11B20732972CE9A700F6A0F35"
"10_OUTPUTS/WORKFLOW001.REAL_PERSONAL_LOW_SENS_PRIVACY_GATE.20260704_220745.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","545","2026-07-04T22:08:30.8621932-04:00","3FD07995C246970E507B605F1E767029C06453E830C35CEC1869DBCE68E96C56"
"10_OUTPUTS/WORKFLOW001.REAL_PERSONAL_LOW_SENS_RAW_CAPTURE.20260704_220745.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","672","2026-07-04T22:08:30.8601929-04:00","218603AFB851A1DF751B1D250E7227D859657589A544540B0AC2CC9447AC5920"
"10_OUTPUTS/WORKFLOW001.REAL_PERSONAL_LOW_SENS_SANITIZED_CAPTURE.20260704_220745.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1154","2026-07-04T22:08:30.8671931-04:00","98F0AF31BF8D134210679F931581BEB92ACDA56294682316A718B964E7E96478"
"10_OUTPUTS/WORKFLOW001.REAL_PERSONAL_LOW_SENS_TEST_PACKAGE.20260704_220745.md","PILOT_OUTPUT","Workflow, release or test output evidence.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve proof; transfer requirements through curated policy/workflow items instead.","1470","2026-07-04T22:08:31.0426755-04:00","7A83596325B09CA792B97B962006D23AB34AE47633D586F52596B5E4C8E1A5E7"
"11_QA/QA.PS_HERMES_OBSIDIAN_INTEGRATION.ACTIVE.md","Q_AND_A_REGISTER","Answered decisions and unresolved project questions.","HIGH","HIGH","SPLIT_BEFORE_TRANSFER","Curated Brainy decisions and deferred tool questions","HIGH","HIGH","Split durable requirements, historical answers and tool questions.","4121","2026-07-05T10:47:18.7677253-04:00","4EC2F4533C5391E578A4EBBE692BDB96A4E95FE0F7958CCABCE93406B80A1F8D"
"12_IDEAS/IDEAS.NON_PROJECT.ACTIVE.md","NON_PROJECT_IDEAS","Ideas explicitly outside the Hermes project.","UNKNOWN","UNKNOWN","ROUTE_TO_PORTFOLIO_IDEAS","Portfolio-level non-project ideas governance","HIGH","HIGH","Must not be silently absorbed into Brainy or discarded.","2936","2026-07-05T10:47:18.8367070-04:00","318C761327AA7080F551F02285F535D5F2885C34E8484A1550D481065941D451"
"12_IDEAS/IDEAS.PROJECT.PS_HERMES_OBSIDIAN_INTEGRATION.ACTIVE.md","PROJECT_IDEAS","Hermes-project ideas with mixed Brainy, tool and governance relevance.","MEDIUM","HIGH","SPLIT_BEFORE_TRANSFER","Brainy, tool-review or Skills/GRC routing","HIGH","HIGH","Each idea requires individual routing.","3809","2026-07-05T10:47:18.8161896-04:00","D855C0936632D9D06FE96B7E3D8C71D9BDD3294D3EC06D64B48C468AE344529E"
"13_OPPORTUNITIES/OPPORTUNITIES.SKILLS_GRC.PS_HERMES_OBSIDIAN_INTEGRATION.ACTIVE.md","SKILLS_GRC_OPPORTUNITIES","Accumulated reusable Skills/GRC opportunities.","HIGH","LOW","ROUTE_TO_SKILLS_GRC","Portfolio Skills/GRC opportunity accumulation","LOW","HIGH","Explicitly belongs to reusable governance accumulation.","4382","2026-07-05T10:47:18.8567052-04:00","D9279180BD32F7FEC3C5AF461E5B833751162926D73C69CC91A46EBE858069BE"
"14_SKILLS_GRC/CANDIDATE.ACCUMULATED_REGISTERS_PATTERN.md","SKILL_GRC_CANDIDATE","Reusable accumulated-registers governance pattern.","HIGH","LOW","ROUTE_TO_SKILLS_GRC","Skills/GRC governance system","LOW","HIGH","Reusable cross-project pattern.","955","2026-07-04T12:27:55.8940190-04:00","BB74F5C556A70A29EFE92B071F913021330B5207915FD83C35EC58313676B16B"
"15_WORKFLOWS/WORKFLOW.001_DAILY_MEMORY_LOOP.md","CORE_WORKFLOW","Candidate daily capture/privacy/classification/summarization workflow.","HIGH","HIGH","TRANSFER_TO_BRAINY","Brainy capability and requirement review","HIGH","HIGH","Extract durable behavior; do not copy tool/project-specific implementation.","2449","2026-07-05T00:48:07.7408367-04:00","0481EE66A3FED2734B5F0372CF9B7F430C3BDB43521CFF83D5B7611B543899A6"
"15_WORKFLOWS/WORKFLOW.001_FIRST_DAILY_TEST_PROTOCOL.md","TEST_PROTOCOL","Workflow validation protocol.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Historical validation evidence; reusable test concepts can be extracted later.","1065","2026-07-04T20:42:28.4332655-04:00","D32BF450A31634D2CD373DE74533CB2740628666E2A0048CBFAB1588A3722B5F"
"15_WORKFLOWS/WORKFLOW.001_OBSIDIAN_HERMES_UX_INTAKE_DESIGN.md","TOOL_SPECIFIC_WORKFLOW_DESIGN","Design for Obsidian/Hermes intake.","MEDIUM","MEDIUM","DEFER_TOOL_DECISION","Later Brainy market-tool review","MEDIUM","HIGH","Do not promote a tool-specific design before tool selection.","2472","2026-07-05T01:56:47.0009040-04:00","DD4252F0F3979F46CE2E90893E2B8DA9B2420D9D37C9D5772D0695604E2723E5"
"15_WORKFLOWS/WORKFLOW.001_PERSONAL_CAPTURE_CONTROLLED_TEST_PROTOCOL.md","TEST_PROTOCOL","Workflow validation protocol.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Historical validation evidence; reusable test concepts can be extracted later.","703","2026-07-04T21:34:28.7795332-04:00","1235CB8C20F276B8D32CDDF3A98A02110E5E6D9036244EA9C00F3EEDF26789F2"
"15_WORKFLOWS/WORKFLOW.001_REAL_LOW_SENSITIVITY_PERSONAL_NOTE_PROTOCOL.md","TEST_PROTOCOL","Workflow validation protocol.","MEDIUM","MEDIUM","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Historical validation evidence; reusable test concepts can be extracted later.","667","2026-07-04T22:08:30.8581935-04:00","95206732F2E5790DDD21720D08F93EF49DF638EB2900DF1DB52EF74F7F5CDA40"
"15_WORKFLOWS/WORKFLOW.001_STANDARD_DAILY_LOOP_CANDIDATE.md","CORE_WORKFLOW","Candidate daily capture/privacy/classification/summarization workflow.","HIGH","HIGH","ARCHIVE_AS_EVIDENCE","Brainy capability and requirement review","HIGH","HIGH","Extract durable behavior; do not copy tool/project-specific implementation.","1431","2026-07-05T00:48:07.7933988-04:00","54AA98FCE85527B6B957231C2F8500760A45DD55A56CF88DFCD4A5A3D7F3C586"
"15_WORKFLOWS/WORKFLOW.001_STATUS.md","CORE_WORKFLOW","Candidate daily capture/privacy/classification/summarization workflow.","HIGH","HIGH","ARCHIVE_AS_EVIDENCE","Brainy capability and requirement review","HIGH","HIGH","Extract durable behavior; do not copy tool/project-specific implementation.","2289","2026-07-05T10:47:18.7467265-04:00","DA28699432702231DABABEDE525CB92C383E7D895EA5E440B0869BBA64A8A3E4"
"16_RELEASES/RELEASE_001.CANDIDATE_CLOSURE_CHECKLIST.md","RELEASE_EVIDENCE","Release candidate, acceptance and progress evidence.","MEDIUM","LOW","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve historical pilot outcome, not active Brainy release state.","1087","2026-07-05T01:06:30.6895992-04:00","E55F96B3139CAE98EB7A8625B56ECB8E3B3DA83B6AB220AE36464A997B8C32E1"
"16_RELEASES/RELEASE_001.CANDIDATE_CLOSURE_REVIEW.md","RELEASE_EVIDENCE","Release candidate, acceptance and progress evidence.","MEDIUM","LOW","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve historical pilot outcome, not active Brainy release state.","1695","2026-07-05T01:06:30.7230789-04:00","043C56926D18E4ED41C647D9388318551C9E5B4634DD883A27821B2B078BFF47"
"16_RELEASES/RELEASE_001.CANDIDATE.md","RELEASE_EVIDENCE","Release candidate, acceptance and progress evidence.","MEDIUM","LOW","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve historical pilot outcome, not active Brainy release state.","1421","2026-07-05T01:06:30.7106786-04:00","EFA8F02D2756F90FD00CD5BCE9130F7C920C75BB9BC47E2FF1C9C50212BFD18E"
"16_RELEASES/RELEASE_001.HUMAN_ACCEPTANCE.md","RELEASE_EVIDENCE","Release candidate, acceptance and progress evidence.","MEDIUM","LOW","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve historical pilot outcome, not active Brainy release state.","1245","2026-07-05T01:06:30.6487293-04:00","295A7F452968B795CA0DC825027303DE34E18F11B61AC85FAEB810D3DFE215AD"
"16_RELEASES/RELEASE_001.MINIMUM_USEFUL_SYSTEM.md","RELEASE_EVIDENCE","Release candidate, acceptance and progress evidence.","MEDIUM","LOW","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve historical pilot outcome, not active Brainy release state.","1040","2026-07-04T12:27:55.8840097-04:00","13C498BEA6C092F7196D3A69007B87BA65728C1C8C81F8D2512D1403FD79F87F"
"16_RELEASES/RELEASE_001.PROGRESS.md","RELEASE_EVIDENCE","Release candidate, acceptance and progress evidence.","MEDIUM","LOW","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Preserve historical pilot outcome, not active Brainy release state.","8900","2026-07-05T10:47:18.8799322-04:00","4F00183A1ED98D899EB3BAC7EDAB96FEA8969821539A1D2EA5C0CC8C7D095F5F"
"89_IA.History/20260716.md","CONVERSATION_HISTORY","Large historical AI conversation record.","MEDIUM","UNKNOWN","ARCHIVE_AS_EVIDENCE","Hermes project archive package","HIGH","HIGH","Do not inject wholesale into Brainy; retain as source history.","474644","2026-07-17T00:05:53.6593005-04:00","23DDC1149E619160CFD0376E849896127879112278F017C6CCBC0E5C69599E74"
"README.md","PROJECT_OVERVIEW","Bootstrap-era project overview.","LOW","HIGH","ARCHIVE_AS_EVIDENCE","Hermes project archive package","LOW","HIGH","Project identity is superseded; use only as historical evidence.","1299","2026-07-03T23:41:54.0747553-04:00","A32729583F17B5570CD0E5D16397FC9562750F68E878A9CFD36307A02054C535"
